event_ticker|player|result|ts|price|yes_bid|yes_ask|msg_type|volume|open_interest|taker_side|close_ts|settlement_ts
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995929850|0.94|0.93|0.94|ticker|4244334.78|1596784.18||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995930290|0.94|0.0|0.0|trade|21.18|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995930355|0.94|0.0|0.0|trade|215.05|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995930684|0.93|0.0|0.0|trade|82.99|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995930832|0.93|0.0|0.0|trade|14.38|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995930832|0.93|0.93|0.94|ticker|4245001.98|1597061.9||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995931285|0.93|0.0|0.0|trade|80.54|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995931332|0.94|0.0|0.0|trade|26.48|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995931633|0.94|0.0|0.0|trade|117.59|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995931633|0.94|0.93|0.94|ticker|4245451.2|1597188.96||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995931920|0.93|0.0|0.0|trade|67.52|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995932248|0.93|0.0|0.0|trade|143.29|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995932248|0.93|0.0|0.0|trade|9867.31|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995932259|0.94|0.0|0.0|trade|19.06|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995932694|0.93|0.0|0.0|trade|4.45|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995932803|0.94|0.0|0.0|trade|15.89|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995932803|0.94|0.93|0.94|ticker|4265686.24|1577093.72||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995933144|0.94|0.0|0.0|trade|59.04|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995933753|0.94|0.0|0.0|trade|31.78|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995933859|0.94|0.93|0.94|ticker|4265867.88|1577275.36||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995934585|0.94|0.0|0.0|trade|1088.02|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995934585|0.94|0.0|0.0|trade|1.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995934585|0.94|0.0|0.0|trade|2311.59|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995934639|0.94|0.93|0.94|ticker|4272669.1|1584076.58||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935344|0.94|0.0|0.0|trade|104.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935363|0.94|0.0|0.0|trade|62.5|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935503|0.93|0.0|0.0|trade|27.0|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935503|0.93|0.0|0.0|trade|66.05|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935702|0.93|0.0|0.0|trade|89.07|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935846|0.94|0.0|0.0|trade|100.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935846|0.94|0.0|0.0|trade|5.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935846|0.94|0.0|0.0|trade|1895.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935852|0.94|0.0|0.0|trade|118.65|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995935873|0.94|0.93|0.94|ticker|4277603.64|1588082.64||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936847|0.94|0.0|0.0|trade|1.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936847|0.94|0.0|0.0|trade|11.67|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936865|0.94|0.93|0.94|ticker|4277628.98|1588107.98||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.94|0.0|0.0|trade|73.33|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.94|0.0|0.0|trade|46.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.94|0.0|0.0|trade|11.67|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|8.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|50.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|50.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|16.04|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|1.27|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|4.78|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|51.22|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|5.75|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|120.9|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|109.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|52.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936954|0.95|0.0|0.0|trade|438.23|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936986|0.93|0.0|0.0|trade|5.0|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936986|0.93|0.0|0.0|trade|1.0|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995936986|0.93|0.0|0.0|trade|12.46|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995937362|0.96|0.0|0.0|trade|340.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995937858|0.96|0.93|0.96|ticker|4280422.28|1590234.44||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995938466|0.93|0.0|0.0|trade|28.94|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995938466|0.93|0.93|0.96|ticker|4280480.16|1590234.44||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|160.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|1.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|1.5|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|2.68|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|6.99|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|6.47|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|13.8|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|3.83|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|23.03|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|17.75|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|43.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|11.26|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940330|0.96|0.0|0.0|trade|222.69|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940699|0.96|0.0|0.0|trade|55.69|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940699|0.96|0.0|0.0|trade|1.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940699|0.96|0.0|0.0|trade|21.21|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995940699|0.96|0.94|0.96|ticker|4281663.96|1590842.66||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995941458|0.94|0.0|0.0|trade|30.0|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995941458|0.94|0.0|0.0|trade|1.0|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995941458|0.93|0.0|0.0|trade|56.0|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995941798|0.93|0.93|0.96|ticker|4281837.96|1590840.66||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995941929|0.93|0.0|0.0|trade|69.02|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995941938|0.93|0.0|0.0|trade|9.85|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.96|0.0|0.0|trade|478.79|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.96|0.0|0.0|trade|23.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.96|0.0|0.0|trade|46.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.96|0.0|0.0|trade|1.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|1.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|14.91|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|11.57|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|1.47|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|20.43|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|12.78|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|51.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|120.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|21.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942373|0.97|0.0|0.0|trade|644.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942840|0.97|0.0|0.0|trade|12.0|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995942840|0.97|0.96|0.97|ticker|4284913.6|1593636.24||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995943784|0.97|0.96|0.97|ticker|4284913.6|1593636.24||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995944047|0.96|0.0|0.0|trade|132.93|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995944281|0.98|0.0|0.0|trade|1.13|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995944281|0.98|0.0|0.0|trade|37.61|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995944281|0.98|0.0|0.0|trade|33.09|0.0|yes|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995944598|0.96|0.0|0.0|trade|20.7|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995944837|0.96|0.96|0.98|ticker|4285364.52|1593185.32||1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995944963|0.96|0.0|0.0|trade|30.0|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995944986|0.96|0.0|0.0|trade|763.42|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995944986|0.96|0.0|0.0|trade|1.0|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995945019|0.95|0.0|0.0|trade|40.86|0.0|no|1783996226000|1783996349516
KXATPCHALLENGERMATCH-26JUL13ARSMAR|Arseneault vs Martin|Nicolas Arseneault|yes|1783995945140|0.95|0.94|0.98|ticker|4287035.08|1591514.76||17839

... [OUTPUT TRUNCATED - 2935892 chars omitted out of 2985892 total] ...

0767.5||1784057414000|1784057539496
KXWTAMATCH-26JUL13SAKTON|Sakellaridi vs Tona|Miriana Tona|yes|1784057467385|0.99|0.99|1.0|ticker|1831385.16|780767.5||1784057414000|1784057539496
KXWTAMATCH-26JUL13SAKTON|Sakellaridi vs Tona|Miriana Tona|yes|1784057473569|0.99|0.0|1.0|ticker|1831385.16|780767.5||1784057414000|1784057539496
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056662077|0.99|0.0|0.0|trade|183.16|0.0|no|1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056662077|0.99|0.99|1.0|ticker|773936.82|384423.74||1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056664825|0.99|0.0|0.0|trade|592.07|0.0|no|1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056664825|0.99|0.99|1.0|ticker|775120.96|384423.74||1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056665972|0.99|0.0|0.0|trade|49.1|0.0|no|1784056862000|1784056989842
KXWTAMATCH-26JUL14AMAJAC|Amariei vs Jacquemot|Elsa Jacquemot|yes|1784056665972|0.99|0.99|1.0|ticker|775219.16|384423.74||1784056862000|1784056989842
