accuracy,auc,f1,precision,recall,n_test,feature_cols,n_folds,variant,model_type
0.724116467535351,0.6306870129726109,0.2670187599713924,0.4522546419098143,0.20555821371610844,576,"['price', 'spread', 'bid_ask_imbalance', 'price_velocity_10s', 'price_velocity_30s', 'volume_velocity_30s', 'trade_flow_imbalance']",5,baseline,xgboost
0.7194579187655247,0.5773202072853953,0.31384813384813387,0.4129411764705882,0.2560047846889952,576,"['price', 'spread', 'bid_ask_imbalance', 'price_velocity_10s', 'price_velocity_30s', 'volume_velocity_30s', 'trade_flow_imbalance']",5,baseline,lightgbm
0.6164815924954554,0.4882589978638701,0.07387708715796834,0.13454545454545455,0.07166666666666667,576,"['hmm_state', 'momentum_raw', 'momentum_ema', 'serve_win_rate_home', 'serve_win_rate_away', 'break_rate_home', 'break_rate_away', 'score_diff_games', 'score_diff_sets', 'points_into_game', 'is_break_point', 'is_server_home']",5,momentum_only,xgboost
0.6235391671176609,0.5228592055359639,0.08337134322484863,0.18571428571428572,0.07114035087719298,576,"['hmm_state', 'momentum_raw', 'momentum_ema', 'serve_win_rate_home', 'serve_win_rate_away', 'break_rate_home', 'break_rate_away', 'score_diff_games', 'score_diff_sets', 'points_into_game', 'is_break_point', 'is_server_home']",5,momentum_only,lightgbm
0.7149437436687343,0.5882412189608028,0.2622268147765435,0.48603988603988607,0.20755183413078152,576,"['hmm_state', 'momentum_raw', 'momentum_ema', 'serve_win_rate_home', 'serve_win_rate_away', 'break_rate_home', 'break_rate_away', 'score_diff_games', 'score_diff_sets', 'points_into_game', 'is_break_point', 'is_server_home', 'price', 'spread', 'bid_ask_imbalance', 'price_velocity_10s', 'price_velocity_30s', 'volume_velocity_30s', 'trade_flow_imbalance']",5,combined,xgboost
0.70622512246229,0.5955263515428613,0.2696713615023474,0.363049853372434,0.21618819776714515,576,"['hmm_state', 'momentum_raw', 'momentum_ema', 'serve_win_rate_home', 'serve_win_rate_away', 'break_rate_home', 'break_rate_away', 'score_diff_games', 'score_diff_sets', 'points_into_game', 'is_break_point', 'is_server_home', 'price', 'spread', 'bid_ask_imbalance', 'price_velocity_10s', 'price_velocity_30s', 'volume_velocity_30s', 'trade_flow_imbalance']",5,combined,lightgbm
